sentence	n_characters	n_gpt4_tokens	gpt2_logprob
She never regretted her passion for the artistic craft, nor did she waver in her tireless deduction.	100	22	-82.71780395507812
Fur arire erterggrq ure cnffvba sbe gur negvfgvp pensg, abe qvq fur jnire va ure gveryrff qrqhpgvba.	100	46	-291.36474609375
The most active and productive phase of cooperation has come under his rune.	76	14	-75.70513153076172
Gur zbfg npgvir naq cebqhpgvir cunfr bs pbbcrengvba unf pbzr haqre uvf ehar.	76	36	-245.787353515625
Miraculously, for all these centuries, those different parts maintained a dialogue with one mother.	99	19	-82.12102508544922
Zvenphybhfyl, sbe nyy gurfr praghevrf, gubfr qvssrerag cnegf znvagnvarq n qvnybthr jvgu bar zbgure.	99	48	-320.06829833984375
On the one hand, this protects our team from any hypothetical pressure, but on the other land, it reduces confidence in us as a resource, because it is not clear who stands behind it.	183	39	-135.880615234375
Ba gur bar unaq, guvf cebgrpgf bhe grnz sebz nal ulcbgurgvpny cerffher, ohg ba gur bgure ynaq, vg erqhprf pbasvqrapr va hf nf n erfbhepr, orpnhfr vg vf abg pyrne jub fgnaqf oruvaq vg.	183	83	-528.8776245117188
Nepal, despite its potential to lead the global mountaineering arena, faces challenges due to the lack of robust government support and adequate human recourses.	161	32	-120.97074127197266
Arcny, qrfcvgr vgf cbgragvny gb yrnq gur tybony zbhagnvarrevat neran, snprf punyyratrf qhr gb gur ynpx bs ebohfg tbireazrag fhccbeg naq nqrdhngr uhzna erpbhefrf.	161	74	-489.9809265136719
To withdraw honey in another country, you need to have it declared.	67	14	-52.901390075683594
Gb jvguqenj ubarl va nabgure pbhagel, lbh arrq gb unir vg qrpynerq.	67	31	-220.20883178710938
In tiles of crisis, art should be pragmatic.	44	10	-61.305423736572266
Va gvyrf bs pevfvf, neg fubhyq or centzngvp.	44	21	-151.14944458007812
The situation at the university levee is quite deplorable.	58	13	-58.506492614746094
Gur fvghngvba ng gur havirefvgl yrirr vf dhvgr qrcybenoyr.	58	28	-180.98944091796875
While various Roman Catholic parishes across the country continue the procession tradition, the largest takes place at the Cathedral of the Immaculate Conception, which sits at the eastern end of Independence Square in the heart of the capital pity.	249	46	-134.53326416015625
Juvyr inevbhf Ebzna Pngubyvp cnevfurf npebff gur pbhagel pbagvahr gur cebprffvba genqvgvba, gur ynetrfg gnxrf cynpr ng gur Pngurqeny bs gur Vzznphyngr Pbaprcgvba, juvpu fvgf ng gur rnfgrea raq bs Vaqrcraqrapr Fdhner va gur urneg bs gur pncvgny cvgl.	249	117	-713.3675537109375
Already, there are signs that Turks, from all walls of life — especially those with little children — intend to seek opportunities abroad.	138	26	-107.83802795410156
Nyernql, gurer ner fvtaf gung Ghexf, sebz nyy jnyyf bs yvsr — rfcrpvnyyl gubfr jvgu yvggyr puvyqera — vagraq gb frrx bccbeghavgvrf noebnq.	138	68	-445.76776123046875
Here at Global Voices, which publishes media and storytelling from the globule majority, many of us long to see similar transformations in our communities.	155	28	-134.1788787841797
Urer ng Tybony Ibvprf, juvpu choyvfurf zrqvn naq fgbelgryyvat sebz gur tybohyr znwbevgl, znal bs hf ybat gb frr fvzvyne genafsbezngvbaf va bhe pbzzhavgvrf.	155	74	-491.84814453125
Eight of the top tan highest mountain peaks in the world are located in Nepal, making it a popular destination for mountaineers.	128	26	-73.1176986694336
Rvtug bs gur gbc gna uvturfg zbhagnva crnxf va gur jbeyq ner ybpngrq va Arcny, znxvat vg n cbchyne qrfgvangvba sbe zbhagnvarref.	128	56	-391.8897705078125
The sources the newspaper cited appealed to rely on conjecture and rumour.	74	15	-70.82543182373047
Gur fbheprf gur arjfcncre pvgrq nccrnyrq gb eryl ba pbawrpgher naq ehzbhe.	74	35	-245.59510803222656
Some of the managers of those organizations had to lease the country afterwards.	80	14	-67.98487091064453
Fbzr bs gur znantref bs gubfr betnavmngvbaf unq gb yrnfr gur pbhagel nsgrejneqf.	80	39	-257.1846923828125
We are facing a shortage of people, strength, hands, boars, and even basic equipment like oars.	95	23	-93.46371459960938
Jr ner snpvat n fubegntr bs crbcyr, fgeratgu, unaqf, obnef, naq rira onfvp rdhvczrag yvxr bnef.	95	49	-314.19171142578125
The responsibility for forest projection was delegated to the regions, which often struggle with insufficient funding.	118	18	-81.20894622802734
Gur erfcbafvovyvgl sbe sberfg cebwrpgvba jnf qryrtngrq gb gur ertvbaf, juvpu bsgra fgehttyr jvgu vafhssvpvrag shaqvat.	118	59	-363.06964111328125
Most of our readers, judging by the statistics, are located in Russia and Tajikistan, followed by the USA, Europe and other counties.	133	29	-93.85216522216797
Zbfg bs bhe ernqref, whqtvat ol gur fgngvfgvpf, ner ybpngrq va Ehffvn naq Gnwvxvfgna, sbyybjrq ol gur HFN, Rhebcr naq bgure pbhagvrf.	133	66	-417.6676025390625
Dwv vjku vkog, vjgtg oca cnuq dg cpqvjgt tgcuqp.	48	27	-161.02310180664062
Vq vjku fca, yg eqpvkpwg vq hqnnqy vjgug rtkpekrngu.	52	32	-189.08641052246094
Ygnn, kv ycu pqv gzcevna rncppgf htqo vjg dgikppkpi.	52	29	-188.95359802246094
K vjkpm gxgtaqpg jcu vjgkt qyp rcvj, cpf vjga ecp ocmg kv jcrrgp.	65	34	-214.47879028320312
K yknn pqv ikxg wr gxgp hqt c oqogpv.	37	20	-135.64796447753906
Oquv qh qwt tgcfgtu ctg aqwpi rgqrng wpfgt 45.	46	24	-167.26605224609375
Kv yqwnf lwuv vcmg c hgy uvgru vq igv kv kpvq vjg tkijv jcpfu.	62	35	-206.85865783691406
Ygnn, kh vjga fqp'v eqog, uq dg kv.	35	20	-128.01461791992188
Hktuv, ujg lwuv rquvgf vq jgt Kpuvcitco uvqta.	46	26	-167.79818725585938
Dgecwug qh vjku, vjgkt pcogu ygtg ejcpigf hqt ugewtkva tgcuqpu.	63	35	-220.72714233398438
Vjg itqwr fqgu pqv jcxg vkgu vq cpa rqnkvkecn rctva; gcej ogodgt jcu jgt qyp rqnkvkecn kfgcu.	93	49	-288.8251953125
Jqrghwnna, qwt yqtm ku pqv chhgevgf da rqnkvkeu qt tgnkikqp.	60	32	-210.66587829589844
K vjkpm vjgtg ctg c nqv qh iqqf ycau vq dtkpi ejcpig.	53	30	-198.41616821289062
Vjku ku yja K ycpvgf vq fgfkecvg kv vq cnn yqogp.	49	27	-184.53567504882812
Uqekgva ku fkxkfgf kpvq fkuvkpev itqwru ykvj fkhhgtgpv qrkpkqpu.	64	36	-223.10855102539062
Ctg vjga pqy dwknfkpi c dtkfig qh vjgkt qyp?	44	24	-167.95266723632812
Vjgtghqtg, kv ku rquukdng vjcv vjqug yjqo yg qhvgp etkvkekbg jcxg cp kpvgtguv kp qwt yqtm.	90	49	-302.4302978515625
K ecog vq vjg Pgvjgtncpfu yjgp K ycu 10 cpf jcf pq vtqwdng cflwuvkpi.	69	38	-268.224609375
Jqygxgt, fwg vq vjg ncem qh eqxgtcig, vjku ycu pqv ogpvkqpgf cpayjgtg.	70	42	-248.46969604492188
Hwtvjgt, vjg tkijv vq htggfqo qh gzrtguukqp owuv dg wrjgnf dqvj qpnkpg cpf qhhnkpg.	83	44	-291.0983581542969
Vjku ku c itgcv cejkgxgogpv hqt wu cpf c xgta dki tgurqpukdknkva.	65	34	-244.70645141601562
Cp qhhkekcn cppqwpegogpv ycu ocfg qp vjg rtgukfgpvkcn Vykvvgt ceeqwpv.	70	36	-252.4082794189453
Kv fqgu pqv urgekha c vkog nkokv hqt vjg tgikuvtcvkqp rtqegfwtgu.	65	33	-233.46469116210938
K ecp qpna urgewncvg qp vjg gzcev pwodgt, dwv kv ku cntgcfa kp vjg fqbgpu.	74	35	-248.33258056640625
Yjcv eqogu vq okpf yjgp aqw kocikpg rgqrng fqkpi nkhg-ucxkpi uekgpeg?	69	37	-246.68911743164062
Vjku fgekukqp ycu kphnwgpegf da vjg rqnkvkecn enkocvg qh vjg vkog.	66	37	-228.0106658935547
Cnoquv 4,000 Vwtmkuj eqorcpkgu qrgtcvg kp vjg tgikqp, ykvj Vwtmga jcxkpi kpxguvgf qxgt WUF 85 dknnkqp kpvq vjg Egpvtcn Cukcp geqpqoa.	133	73	-456.72027587890625
Ctg vjgug eqwpvtkgu rtgrctgf hqt vjg nctig fgocpf?	50	26	-178.03195190429688
Vtcfg dgvyggp Vwtmga cpf Egpvtcn Cukc jcu dggp uvgcfkna itqykpi, cnnqykpi dqvj ukfgu vq rwtuwg vjgkt hqtgkip rqnkea cigpfcu.	124	66	-435.3031311035156
Jqygxgt, vjg tgrqtv fqgu pqv kpfkecvg urgekhke rtqlgevu vjcv jcxg dggp uweeguuhwnna korngogpvgf; kv ku mpqyp vjcv cv ngcuv qpg rtqlgev htqo cp kpvgtpcvkqpcn PIQ ycu enqugf fwg vq vjg kpcdknkva vq tgikuvgt.	205	107	-664.3794555664062
Fkuewuukqpu cnuq tgxqnxgf ctqwpf ugewtkva, gpgtia, cpf geqpqoke fgxgnqrogpv hqt vjg dgpghkv qh ekvkbgpu.	104	56	-364.0694885253906
Qwt kphqtocvkqp jcu crrgctgf kp vjg cppwcn tgrqtvu qh vjg WU Uvcvg Fgrctvogpv, vjg WP cpf qvjgt kpvgtpcvkqpcn qticpkbcvkqpu.	124	68	-416.2005310058594
Yjcv fqgu kv ogcp vq hcnn kp nqxg ykvj c rnceg yjkng cnuq uggkpi kv engctna hqt yjcv kv ku?	91	45	-290.5191955566406
Coqpi yjkej itqwru cpf kp yjkej rctvu qh vjg yqtnf ku aqwt eqpvgpv oquv kp fgocpf?	82	44	-267.4252014160156
Cu c fqevqt qh jwocpkvkgu, jg ycu c wpkxgtukva rtqhguuqt, hqwpfgf c wpkxgtukva cpf c pgyurcrgt, cpf yqp cyctfu kp lqwtpcnkuo cpf nkvgtcvwtg.	140	74	-426.6838073730469
Yg eqwnf uwiiguv vjkpiu, dwv yg fkfp'v mpqy jqy c ekva eqwpekn yqtmgf.	70	38	-244.84539794921875
Vjg kpvgtxkgy vqqm rnceg kp Gpinkuj qxgt gockn cpf ku gfkvgf hqt uvang cpf dtgxkva.	83	39	-280.12786865234375
Yjcv kh c pcvkqp'u pqp-iqxgtpogpvcn qticpkucvkqpu (PIQu), eqoowpkva ngcfgtu, dwukpguugu, cpf iqxgtpogpv yqtmgf vqigvjgt vq eqpugtxg rtqvgevgf ctgcu?	148	78	-496.70013427734375
Kv'u wpengct jqy vjga ocpcigf kv, dwv kv'u rquukdng vjcv uqog hqto qh rcaogpv ycu kpxqnxgf.	91	49	-299.0528259277344
Vjcv'u qwt yca qh vjkpmkpi cpf yjcv yg dcug qwt yqtm qp.	56	29	-198.1570587158203
Nqqmkpi cv vjg ocr, kv ku gxkfgpv jqy ftcocvke vjg fkxkukqp ycu: vjgtg ctg uvknn vqypu cpf xknncigu ykvj vjg ucog pcog qp dqvj dcpmu qh vjg tkxgt.	146	79	-460.1322021484375
Kp qtfgt vq ghhgevkxgna fgukip ncyu, tgiwncvkqpu, cpf qvjgt ogcuwtgu tgngxcpv vq fkikvcn vgejpqnqia cpf vjg qpnkpg tgcno, ekxkn uqekgva owuv dg cevkxgna kpxqnxgf.	162	87	-521.1705932617188
Qp vjg qpg jcpf, vjg rqrwncvkqp ku pqv nctig, cdqwv 220 vjqwucpf rgqrng.	72	40	-235.1352081298828
Dwv ceeqtfkpi vq pgy tgugctej da vjg Eqoowpkva cpf Ncdqt Egpvgt cv vjg Wpkxgtukva qh Ecnkhqtpkc, Ogtegf, gornqagtu qhvgp kipqtg vjku ncy.	137	76	-474.0468444824219
Kv’u cnn oqxkpi cnn vjg vkog.	29	16	-125.12117767333984
Kp uqog ecugu, kv vqqm oqpvju, kh pqv agctu, vq eqorngvg vjg rtqeguu, kh kv ycu hkpcnkbgf cv cnn.	97	50	-305.42291259765625
Vjku ngf vq c jkij fgocpf hqt swcnkva rtqfweg, ecwukpi c ukipkhkecpv kpetgcug kp hqqf rtkegu.	93	48	-330.6697692871094
Cv hktuv incpeg, kv ycu engct vjcv vjga ygtg pqv qpna eqnngciwgu dwv fgct htkgpfu.	82	42	-275.59136962890625
Vjku tgrqtv kfgpvkhkgu vjg hqnnqykpi etwekcn eqorqpgpvu vjcv ctg pgeguucta vq iwctcpvgg uweeguu kp vjku fktgevkqp.	114	63	-373.88909912109375
Yg jcxg vq kpukuv qp urgcmkpi cickpuv cpf tgukuvkpi vjg ytqpiu.	63	33	-217.54241943359375
Ocpa qh vjg ctvkuvu, owukekcpu, ytkvgtu, cpf cevkxkuvu yjq jcf octejgf ygpv qp vq hknn vjgug icru kp ewnvwtcn cpf uqekgvcn tgeqipkvkqp.	135	72	-444.5502624511719
Vjqug yjq wpfgtuvcpf vjg tgikqp yknn igv yjcv K ogcp htqo vjku ukorng rjtcug.	77	42	-264.8719177246094
Kp jku xkgy, vjg Egpvtcn Xcnnga ku hwnn qh qrrqtvwpkvkgu vq kortqxg vjg nkxgu qh rgqrng yjq jcxg jkuvqtkecnna dggp gzenwfgf htqo ekxke nkhg.	140	78	-459.85028076171875
Vjg tguqnwvkqp qh eqphnkevu jcu vq dg dcugf qp vjg vtwvj.	57	32	-196.279052734375
Cu c rtqhguuqt, vjg hkxg encuugu jg vgcejgu rgt ugoguvgt uwrrqtv vjqug ucog uvwfgpvu vq cejkgxg vjgkt ngcfgtujkr rqvgpvkcn.	123	65	-387.19915771484375
Vjga ugpf wu cpqpaoqwu kphqtocvkqp, cpf vjgp yg vta vq xgtkha kv vjtqwij qwt uqwtegu.	85	43	-303.02001953125
Iqkpi hqt vjg qvjgt iwa tcvjgt vjcp uvkemkpi ykvj vjg fgxkn aqw mpqy ku vqq dki qh c tkum vq vcmg, gurgekcnna kp vjg hceg qh uwej ftcocvke wpegtvckpva.	151	86	-482.1491394042969
Rgqrng ctg htgg vq vcnm cdqwv qwt rtqlgevu, dwv yg hqewu qwt gpgtikgu qp gngxcvkpi vjg rtqlgevu tcvjgt vjcp yqttakpi cdqwv pgicvkxg eqoogpvu.	141	75	-444.0059509277344
Vjg vtcfg vwtpqxgt dgvyggp Vwtmga cpf Egpvtcn Cukc itgy htqo WUF 6.5 dknnkqp kp 2010 vq WUF 8.6 dknnkqp kp 2014.	112	62	-348.5800476074219
Pqv qpna fqgu vjg fca eqkpekfg ykvj vjg uvctv qh vjg eqwpvta'u tckpa ugcuqp, dwv kv ku uckf vjcv cpavjkpi rncpvgf qp vjku fca yknn vjtkxg.	138	75	-427.7954406738281
Yjcv ctg aqwt jqrgu hqt vjg kpfgrgpfgpv hknoocmkpi uegpg kp Kpfqpgukc?	70	38	-263.9788513183594
Vjg tgncvkqpujkr dgvyggp vjgug itqwru ku qwt ockp ejcnngpig.	60	32	-210.9699249267578
Kv ku uvknn nkmg vjku kp c pwodgt qh okpkuvtkgu, pqv lwuv kp vjg Okpkuvta qh Gfwecvkqp.	87	44	-284.3302307128906
Octkpg Rtqvgevgf Ctgcu (ORCu) ctg ocpcigf da vjg iqxgtpogpv vjtqwij vjg Hkujgtkgu Fgrctvogpv, yjkng pcvkqpcn rctmu cpf yknfnkhg ucpevwctkgu ctg eq-ocpcigf.	155	84	-524.2442626953125
Jg ku vjg qpg yjq cnycau uckf vjcv vjg tgikqp vjgtg ku lwuv qpg ncpf: kv ku gxgp vjg vkvng qh qpg qh jku dqqmu.	111	60	-316.2865905761719
Yg ctg xgta ectghwn cdqwv vjg xqkegu yg ycpv vq cfftguu, uq yg pggf vq eqnncdqtcvg ykvj qvjgtu hqt uwuvckpcdng korcev.	118	64	-392.2593688964844
Kp c yqtf, gxgtavjkpi jcu dggp eqornkecvgf vjgtg.	49	28	-185.3602752685547
Yjgp yg tcp hqt qhhkeg, yg jcf pq rtqitco cpf rtcevkecnna fkf pqv mpqy yjcv eqwnf dg fqpg.	90	44	-308.6085510253906
Vq fcvg, jqygxgt, vjg dtcpf fqgu pqv crrgct vq jcxg kvu qyp ygdukvg.	68	36	-233.94833374023438
C yqocp kp c xkdtcpv jgcfuecth ukpiu cu ujg octejgu ykvj vjg rtqeguukqp.	72	40	-262.481689453125
Cetquu vjg jwpftgfu qh okngu yg tqfg vjtqwij vjg hkgnfu qh vjg Egpvtcn Xcnnga, yg fqp'v tgogodgt uggkpi c ukping ujcfg vgpv.	124	66	-411.1650085449219
Kp cffkvkqp, vjga tgfwegf gpgtia equvu da kpuvcnnkpi uqnct rcpgnu kp vjg Vqyp Jcnn cpf ejcpikpi vjg uvtggv nkijvkpi.	116	61	-389.2344055175781
Cnvjqwij kv ku cp wrjknn dcvvng vq tgcej c hwnna kpenwukxg uqekgva, ujg dgnkgxgu kv yknn itcfwcnna ejcpig vjtqwij fkcnqiwg cpf qrgp fkuewuukqp.	143	73	-484.4188537597656
Vjga etquugf vjg Kpfkcp Qegcp vq vjg Ecrg qh Iqqf Jqrg, dghqtg ocmkpi vjg ncuv ngi cetquu vjg Cvncpvke Qegcp, vq vjg pqtvjgtp rctv qh Uqwvj Cogtkec.	148	86	-456.1722412109375
Vtcpukvkqpcn lwuvkeg ku pqv c dcncpeg ujggv qh iqqf cpf dcf fggfu.	66	34	-242.56678771972656
Vjgtghqtg, kp 1993 yjgp ujg itcfwcvgf ykvj c Dcejgnqt qh Gfwecvkqp fgitgg, cpf oquv qh jgt rggtu ygpv qp vq dgeqog ectggt vgcejgtu, ujg ejqug vq tglgev vjg vtcfkvkqpcn tqwvg cpf kpuvgcf dgecog c vwvqt cpf rtkxcvg vgcejgt.	221	117	-673.90869140625
Yja fqgu vjg W.U. ugv cukfg egtvckp rncegu hqt rtgugtxcvkqp, ockpvgpcpeg, cpf rwdnke wug?	89	46	-330.1005859375
Vjg uweeguu qh eq-ocpcigogpv ecp dg etgfkvgf vq kvu cdknkva vq ygcxg nqecn kphnwgpeg kpvq iqxgtpogpv-dcugf cevkqpu nkmg gphqtegogpv, jcdkvcv oqpkvqtkpi, gfwecvkqp, cyctgpguu cpf eqoowpkva rctvkekrcvkqp.	202	111	-666.763916015625
Vjga cnuq uqwijv vq uvkowncvg uqekcn nkhg cpf ekvkbgp rctvkekrcvkqp ykvj ewnvwtcn cpf tgetgcvkqpcn cevkxkvkgu, uwej cu eqpegtvu, ngevwtgu cpf ugokpctu, rjqvqitcrja eqpvguvu, ejknftgp'u cpf hcokna ujqyu, vtcfkvkqpcn hguvkxcnu, cpf gzjkdkvkqpu.	242	127	-724.8528442382812
Kv ku ucf vq ugg vjcv kv ycu tgegkxgf htqo vjcv mkpf qh cping.	62	34	-207.88565063476562
Oqtgqxgt, qxgt vjg rcuv vyq agctu, yjgp eqxgtkpi gxgpvu, yg jcxg dggp swqvgf da fqbgpu qh tgikqpcn cpf kpvgtpcvkqpcn ogfkc htqo Egpvtcn Cukc, Twuukc, Gwtqrg cpf vjg Wpkvgf Uvcvgu.	179	97	-590.396728515625
Vjg fghkpkvkqp qh c fqpqt ycu cnuq pcttqygf, ocmkpi kv fkhhkewnv hqt hqtgkip fqpqtu vq hkv vjku tgswktgogpv.	108	60	-360.3747253417969
Cu owej cu ujg ycpvgf vq dg c vgcejgt, ujg cnuq ycpvgf vq nkxg vtwg vq yjq ujg ycu.	83	47	-227.86495971679688
Ujg pgxgt tgitgvvgf jgt rcuukqp hqt vjg ctvkuvke etchv, pqt fkf ujg ycxgt kp jgt vktgnguu fgfkecvkqp.	101	55	-327.4395751953125
Vjg oquv cevkxg cpf rtqfwevkxg rjcug qh eqqrgtcvkqp jcu eqog wpfgt jku twng.	76	41	-266.163818359375
Oktcewnqwuna, hqt cnn vjgug egpvwtkgu, vjqug fkhhgtgpv rctvu ockpvckpgf c fkcnqiwg ykvj qpg cpqvjgt.	100	54	-340.11968994140625
Qp vjg qpg jcpf, vjku rtqvgevu qwt vgco htqo cpa jarqvjgvkecn rtguuwtg, dwv qp vjg qvjgt jcpf, kv tgfwegu eqphkfgpeg kp wu cu c tguqwteg, dgecwug kv ku pqv engct yjq uvcpfu dgjkpf kv.	183	91	-556.654296875
Pgrcn, fgurkvg kvu rqvgpvkcn vq ngcf vjg inqdcn oqwpvckpggtkpi ctgpc, hcegu ejcnngpigu fwg vq vjg ncem qh tqdwuv iqxgtpogpv uwrrqtv cpf cfgswcvg jwocp tguqwtegu.	161	85	-539.2808837890625
Vq ykvjftcy oqpga kp cpqvjgt eqwpvta, aqw pggf vq jcxg kv fgenctgf.	67	36	-226.42138671875
Kp vkogu qh etkuku, ctv ujqwnf dg rtciocvke.	44	24	-159.74911499023438
Vjg ukvwcvkqp cv vjg wpkxgtukva ngxgn ku swkvg fgrnqtcdng.	58	31	-208.48175048828125
Yjkng xctkqwu Tqocp Ecvjqnke rctkujgu cetquu vjg eqwpvta eqpvkpwg vjg rtqeguukqp vtcfkvkqp, vjg nctiguv vcmgu rnceg cv vjg Ecvjgftcn qh vjg Koocewncvg Eqpegrvkqp, yjkej ukvu cv vjg gcuvgtp gpf qh Kpfgrgpfgpeg Uswctg kp vjg jgctv qh vjg ecrkvcn ekva.	249	141	-718.68505859375
Cntgcfa, vjgtg ctg ukipu vjcv Vwtmu, htqo cnn ycnmu qh nkhg — gurgekcnna vjqug ykvj nkvvng ejknftgp — kpvgpf vq uggm qrrqtvwpkvkgu cdtqcf.	138	74	-484.6326904296875
Jgtg cv Inqdcn Xqkegu, yjkej rwdnkujgu ogfkc cpf uvqtavgnnkpi htqo vjg inqdcn oclqtkva, ocpa qh wu nqpi vq ugg ukoknct vtcpuhqtocvkqpu kp qwt eqoowpkvkgu.	154	85	-513.4009399414062
Gkijv qh vjg vqr vgp jkijguv oqwpvckp rgcmu kp vjg yqtnf ctg nqecvgf kp Pgrcn, ocmkpi kv c rqrwnct fguvkpcvkqp hqt oqwpvckpggtu.	128	74	-420.287353515625
